ID,ID_reference,class
28426226,https://i.stack.imgur.com/uOlAu.png,Parallelism
37261663,http://dev.mysql.com/doc/refman/5.7/en/partitioning.html,Parallelism
14992785,https://code.google.com/p/html5shim/,Priori
16032336,http://sourceforge.net/projects/snoopy/,Priori
9488639,http://chemistry.apache.org/java/opencmis.html,Priori
65158284,https://codeply.com/p/B3qD9n4Vyy,Parallelism
43420474,https://developers.google.com/api-client-library/javascript/features/promises,Parallelism
31390431,http://www.mathworks.com/help/mdce/index.html?searchHighlight=distributed%20computing%20server,Parallelism
38597925,https://github.com/git/git/blob/a59cfb32300baab00ee9cec68326309f4b2faca9/builtin/fsck.c,Priori
7027576,http://download.oracle.com/javase/1.4.2/docs/guide/security/jce/JCERefGuide.html#BlowKeyEx,Parallelism
18143657,http://jsfiddle.net/pgPgR/1/,Parallelism
4817,http://www.ddj.com/mediaCenter/moreMediaCenter.jhtml?site_article_type=160901008&start=1,Working example
12288099,http://docs.trigger.io/en/v1.4/modules/file.html#notes,Parallelism
62200710,https://www.glprogramming.com/red/index.html,Priori
30567316,http://backbonejs.org/#Router,Priori
17690080,http://jsfiddle.net/ccamarat/E6ej9/5/,Working Example
64259236,https://i.stack.imgur.com/enobX.png,Working example
12712774,http://docs.oracle.com/cd/E11882_01/server.112/e26088/conditions007.htm#SQLRF00501,Working example
46877239,https://i.stack.imgur.com/BFxLn.png,Priori
8272055,https://i.stack.imgur.com/jpzIB.png,Working Example
11093528,http://www.youtube.com/watch?v=f-k823MZ02Q,Working example
25320877,http://www.mathworks.com/help/matlab/ref/evalin.html,Priori
58588514,https://sqlinthewild.co.za/index.php/2018/03/13/revisiting-catch-all-queries/,Parallelism
11623841,http://docs.python.org/library/unittest.html,Parallelism
31546885,http://www.codeproject.com/Articles/17968/Making-Your-Application-UAC-Aware,Priori
54922812,https://gist.github.com/shuge/f543dc2094a3183f69488df2bfb51a52,Working Example
5839933,http://jsfiddle.net/TTZqa/,Working example
53698450,https://jackwasey.github.io/icd/,Working example
2916076,http://www.codeproject.com/KB/WCF/wcfesb.aspx,Parallelism
9781181,http://javadude.wordpress.com/2012/03/01/drools-expert-read-rules-from-string-and-database/,Parallelism
47350350,https://i.stack.imgur.com/SQArW.png,Working example
62548482,https://github.com/tflander/esp32-machine-emulator,Working example
37968439,https://msdn.microsoft.com/en-us/library/jj152938(v=vs.110).aspx,Working example
36422399,http://plnkr.co/edit/Ga2goFxFgzljJ3aerfcJ?p=preview,Priori
10565949,https://developer.mozilla.org/en/JavaScript/Reference/Operators/this,Priori
25754375,https://i.stack.imgur.com/zee9B.png,Working Example
55104657,https://jmeter.apache.org/usermanual/component_reference.html#JMS_Publisher,Working example
4750673,http://msdn.microsoft.com/en-us/library/ms724947%28v=vs.85%29.aspx,Priori
11908710,http://docs.oracle.com/javase/1.4.2/docs/api/java/io/InputStream.html,Priori
64989358,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/do...while,Priori
58904476,https://codeigniter4.github.io/userguide/tutorial/static_pages.html,Priori
2486894,https://forum.hibernate.org/viewtopic.php?t=963057&highlight=recursion,Priori
17412916,http://www.geosurf.com/,Priori
4999803,http://wkhtmltopdf.org/,Priori
37750067,http://i.stack.imgur.com/8Gs7n.png,Working Example
15536083,http://jsfiddle.net/GJ4TS/,Working example
33926534,http://www.launchschool.com/blog/facebook-graph-api-using-omniauth-facebook-and-koala,Working example
39381978,http://www.ecma-international.org/ecma-262/6.0/#sec-arguments-exotic-objects,Priori
42552324,https://i.stack.imgur.com/jH2Yd.png,Working Example
60103652,https://sourceforge.net/projects/readesm/files/,Working example
39351798,https://www.youtube.com/watch?v=vkaRuEUtTEw,Parallelism
27442495,https://github.com/inamiy/YIInnerShadowView,Priori
41000041,http://en.cppreference.com/w/cpp/language/override,Priori
5863204,http://en.wikipedia.org/wiki/Actor_model,Priori
15330674,http://sourceforge.net/mailarchive/forum.php?thread_name=89951EE9-904F-4013-933E-D902E891ACE6@algonet.se&forum_name=foxgui-users,Priori
2432653,http://msdn.microsoft.com/en-us/library/e55f3s5k.aspx,Priori
3972254,http://dev.mysql.com/doc/refman/5.1/en/create-table.html,Priori
48950761,https://github.com/non/kind-projector,Priori
3025230,http://kaazing.com/doc/5.0/jms_client_docs/dev-dotnet/p_dev_dotnet_client.html,Priori
64871531,https://developer.download.nvidia.com/CUDA/training/StreamsAndConcurrencyWebinar.pdf,Priori
555735,http://www.websupergoo.com/abcpdf-1.htm,Priori
46222123,https://docs.microsoft.com/en-us/rest/api/storageservices/Constructing-a-Service-SAS?redirectedfrom=MSDN,Priori
41860432,http://www.bootply.com/sdZfBCjagb,Working Example
64179057,https://github.com/coldiary/react-image-mapper,Working example
25057276,http://book.cakephp.org/2.0/en/core-libraries/helpers/form.html,Priori
51042145,https://forums.asp.net/post/5925659.aspx,Priori
40736315,https://i.stack.imgur.com/iNcZC.jpg,Working example
12734819,http://docs.python.org/whatsnew/2.5.html#pep-328-absolute-and-relative-imports,Working example
23902131,http://www.hanselman.com/blog/BackToBasicsUsingFusionLogViewerToDebugObscureLoaderErrors.aspx,Priori
45677182,"https://developer.android.com/reference/android/view/ViewGroup.html#addView(android.view.View,%20android.view.ViewGroup.LayoutParams)",Priori
21613934,http://linux.die.net/man/3/backtrace_symbols,Priori
38812723,https://jsfiddle.net/0f561kef/3/,Working Example
46705305,https://github.com/apache/cordova-plugin-device/blob/master/src/ios/CDVDevice.m,Working example
33058939,http://www.sinking.in/blog/provided-scope-in-gradle/,Priori
27416655,http://www.w3schools.com/html/html5_video.asp,Priori
43507067,http://cryto.net/~joepie91/blog/2016/06/13/stop-using-jwt-for-sessions/,Priori
40636666,https://developer.android.com/studio/intro/migrate.html,Posterior
41620623,https://css-tricks.com/logic-in-media-queries/#article-header-id-5,Priori
9080081,http://grails.org/doc/latest/guide/theWebLayer.html#6.6%20Filters,Priori
35934312,http://docs.unity3d.com/ScriptReference/Transform.GetSiblingIndex.html,Priori
10316099,https://www.w3.org/TR/trig/,Priori
54585636,https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/String/toLowerCase,Priori
31496709,http://mvnrepository.com/artifact/org.apache.commons/commons-collections4,Priori
7582106,http://www.quackit.com/javascript/javascript_refresh_page.cfm,Posterior
59160003,https://github.com/DefinitelyTyped/DefinitelyTyped/issues/16208#issuecomment-335993251,Parallelism
15658705,http://php.net/manual/en/book.pdo.php,Parallelism
38214893,https://docs.adobe.com/docs/en/aem/6-2/develop/extending/workflows/wf-extending.html#Developing%20Process%20Step%20Implementations,Priori
7014678,http://www.lmaxtrader.co.uk,Priori
19581471,http://docs.oracle.com/javase/tutorial/essential/io/notification.html,Parallelism
21659386,http://en.wikipedia.org/wiki/Principal_component_analysis,Parallelism
16037038,http://click.linksynergy.com/fs-bin/stat?id=yfbyIWqHFt8&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=,Working Example
8758840,http://speedtest.net/mini.php,Working example
59268666,https://github.com/pjreddie/darknet,Priori
15502064,http://www.angryhacker.com/blog/archive/2010/07/21/how-to-get-rid-of-flicker-on-windows-forms-applications.aspx,Parallelism
24235598,http://wiki.processing.org/w/How_do_I_display_a_message_for_a_few_seconds%3F,Parallelism
52179991,https://golang.org/pkg/builtin/#append,Priori
17055112,http://www.libsdl.org/,Priori
32629965,http://manpages.ubuntu.com/manpages/vivid/en/man1/ecryptfs-wrap-passphrase.1.html,Priori
53786440,https://docs.oracle.com/javase/8/docs/api/java/util/regex/Pattern.html,Priori
38719832,https://php.net/manual/en/mysqli-result.fetch-row.php,Priori
39080894,http://i.stack.imgur.com/3nTJs.png,Priori
60117617,https://chromedriver.storage.googleapis.com/80.0.3987.16/notes.txt,Priori
2794403,"http://developer.android.com/reference/android/webkit/WebViewClient.html#onReceivedHttpAuthRequest%28android.webkit.WebView,%20android.webkit.HttpAuthHandler,%20java.lang.String,%20java.lang.String%29",Priori
61416661,https://git-scm.com/docs/git-rebase#Documentation/git-rebase.txt--r,Priori
9289991,http://docstore.mik.ua/orelly/webprog/jscript/ch04_04.htm,Priori
25358862,http://elki.dbs.ifi.lmu.de/wiki/Parameterization,Priori
42818897,https://docs.oracle.com/javase/8/docs/api/java/util/concurrent/ConcurrentHashMap.html,Priori
50964570,https://www.mkyong.com/spring3/spring-aop-aspectj-annotation-example/,Priori
21470690,http://api.jquery.com/find/,Priori
22532508,http://troyworks.com/blog/wp-content/uploads/2009/08/tortoisesvn_right_click_svn_update.png,Priori
40177040,https://github.com/dotnet/coreclr/pull/16382#issue-169051458,Priori
42254170,https://sites.google.com/new?usp=jotspot_si,Priori
52576877,https://developer.apple.com/documentation/appkit/nstextfield/1644658-init,Priori
58726700,https://ansible-runner.readthedocs.io/en/latest/python_interface.html#usage-examples,Working Example
27520589,http://en.wikipedia.org/wiki/Dereference_operator,Working example
24085750,https://github.com/godaddy/gulp-header,Priori
889216,http://blogs.msdn.com/wriju/archive/2009/03/10/ado-net-entity-framework-resources.aspx,Priori
63139413,https://download.developer.apple.com/Developer_Tools/Xcode_10.1/Xcode_10.1.xip,Other
54276903,https://www.storeapps.org/customize-woocommerce-emails/,Priori
29599088,http://docs.jboss.org/hibernate/core/3.6/reference/en-US/html/querycriteria.html#querycriteria-associations,Priori
34024319,https://developers.google.com/maps/documentation/javascript/examples/places-autocomplete-addressform,Priori
47676949,https://developers.google.com/protocol-buffers/,Priori
42906399,http://www.nltk.org/_modules/nltk/corpus/reader/wordnet.html,Priori
6060814,http://en.wikipedia.org/wiki/Solid_%28object-oriented_design%29,Priori
58930986,https://developer.apple.com/documentation/scenekit/scnscenerenderer/1523812-autoenablesdefaultlighting,Priori
28648097,http://api.jquery.com/add/,Priori
42003033,https://developer.mozilla.org/en-US/docs/Web/SVG/Tutorial/Paths,Priori
7823947,http://api.jquery.com/filter/,Priori
11282424,https://i.stack.imgur.com/XWPDa.png,Working Example
29781991,http://en.wikipedia.org/wiki/Token_bucket,Working example
30537758,https://developers.google.com/cloud-messaging/ios/client,Priori
28169168,http://jsfiddle.net/2f1nwcg8/,Working Example
40122442,https://i.stack.imgur.com/iSzzq.png,Working example
17642850,http://www.microsoft.com/en-us/download/details.aspx?id=22677,Priori
41544393,https://github.com/mopemope/meinheld,Priori
29024357,https://github.com/amatsuda/kaminari/blob/master/config/locales/kaminari.yml,Priori
16894226,http://developer.android.com/reference/java/lang/String.html,Priori
17150320,http://help.eclipse.org/indigo/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/runtime/IPath.html#toFile%28%29,Priori
35579784,https://wiki.hybris.com/display/release5/Vouchers+-+Technical+Details,Priori
26520079,http://plnkr.co/edit/tmxd59ibyeHtrzrkMvli?p=preview,Priori
28642604,http://plnkr.co/edit/QZ8dAZsFD5AIQax7Oaqg?p=preview,Working Example
53584591,https://reactjs.org/docs/hooks-reference.html#usestate,Working example
8941829,http://linux.die.net/man/2/ptrace,Priori
2017171,https://connect.microsoft.com/VisualStudio/feedback/ViewFeedback.aspx?FeedbackID=104071&wa=wsignin1.0#details,Priori
44161407,https://github.com/rubensousa/PreviewSeekBar,Priori
1265764,http://codebetter.com/blogs/jeremy.miller/archive/2009/01/18/conditional-object-construction-in-structuremap-i-e-fun-with-lambdas.aspx,Priori
25705172,http://doc.scrapy.org/en/latest/topics/request-response.html#scrapy.http.Request.meta,Priori
50926191,"https://docs.oracle.com/javase/10/docs/api/java/nio/file/Files.html#walk(java.nio.file.Path,int,java.nio.file.FileVisitOption...)",Priori
42475127,https://msdn.microsoft.com/en-us/library/ms140321.aspx,Priori
18517924,http://static.springsource.org/spring/docs/2.5.x/api/org/springframework/context/ApplicationContextAware.html,Priori
34482722,http://apidock.com/ruby/Kernel/require,Priori
22713044,http://jsbeautifier.org,Posterior
27916459,http://msdn.microsoft.com/en-us/library/8kb3ddd4(v=vs.110).aspx,Priori
6797832,http://en.wikipedia.org/wiki/Push_technology,Priori
33532938,https://www.visualstudio.com/en-us/news/vs2015-update1-vs.aspx,Priori
45588690,http://pandas.pydata.org/pandas-docs/stable/generated/pandas.concat.html,Priori
55141818,http://jetware.io/appliances/jetware/wordpress4_lemp7/profile,Priori
6499246,http://www.semanticdesigns.com/Products/FrontEnds/CFrontEnd.html,Priori
8878648,http://www.java-tips.org/java-se-tips/javax.sound/capturing-audio-with-java-sound-api.html,Containment
10207997,http://php.net/manual/en/function.mkdir.php,Priori
27235487,http://www.sqlite.org/lang_aggfunc.html#sumunc,Priori
8489303,http://developer.android.com/reference/android/os/AsyncTask.html#onPostExecute(Result),Priori
61055720,https://mysqlserverteam.com/mysql-5-7-improved-performance-of-queries-with-derived-tables/,Priori
63838020,https://www.twilio.com/docs/sms/twiml,Priori
3681353,http://rickyclarkson.blogspot.com/2009/12/deleting-code-what-first.html,Parallelism
17331399,http://www.chicagostyleseo.com/2010/04/googles-need-for-speed-use-cache-and-htaccess-to-speed-up-your-site/,Parallelism
37254465,https://github.com/nutiteq/hellomap3d-android/blob/master/com.nutiteq.advancedmap3/src/com/nutiteq/advancedmap3/ClusteredGeoJsonActivity.java,Parallelism
51435046,https://i.stack.imgur.com/a2Ffq.png,Parallelism
53047081,https://developer.apple.com/library/archive/documentation/iPhone/Conceptual/iPhoneOSProgrammingGuide/BackgroundExecution/BackgroundExecution.html#//apple_ref/doc/uid/TP40007072-CH4-SW56,Working example
23170418,http://en.wikipedia.org/wiki/Hash_table,Priori
27963970,https://developer.mozilla.org/en-US/docs/Web/Guide/CSS/Media_queries,Priori
55271449,https://www.w3.org/TR/css-variables/#using-variables,Priori
22596715,https://gist.github.com/Noitidart/9729440,Priori
43112311,https://en.wikipedia.org/wiki/Run-length_encoding,Priori
45534897,https://golang.org/ref/spec#Comparison_operators,Priori
45975811,http://www.dotnetframework.org/default.aspx/4@0/4@0/DEVDIV_TFS/Dev10/Releases/RTMRel/wpf/src/Framework/System/Windows/Controls/ItemsControl@cs/1458001/ItemsControl@cs,Priori
58877675,https://pypi.org/project/srt/,Priori
64058611,https://mvnrepository.com/artifact/com.hortonworks.shc/shc-core,Other
3734782,http://technet.microsoft.com/en-us/library/ms180169.aspx,Priori
13598510,http://paulirish.com/2012/box-sizing-border-box-ftw/,Priori
61286929,https://firebase.google.com/docs/crashlytics/get-started?platform=android,Parallelism
13435838,https://developers.google.com/appengine/docs/python/datastore/polymodelclass,Parallelism
40575355,https://github.com/aspnet/MusicStore/blob/dev/samples/MusicStore.Standalone/project.json#L80-L89,Priori
3796529,http://www.vbknowledgebase.com/?Id=125&Desc=Asp.Net-Hierarchical-GridView,Priori
64553721,https://github.com/toniblyx/my-arsenal-of-aws-security-tools#defensive-hardening-security-assessment-and-inventory,Priori
2932842,http://xstream.codehaus.org/,Priori
5406135,http://jsfiddle.net/simevidas/9FPrX/1/,Working Example
59767336,https://i.stack.imgur.com/vdjd4.png,Working example
57338512,https://www.mathworks.com/help/matlab/math/array-indexing.html#MatrixIndexingExample-3,Working example
30667989,http://www.jrsoftware.org/isinfo.php,Priori
61833603,https://codesandbox.io/static/img/play-codesandbox.svg,Priori
19506106,http://en.wikipedia.org/wiki/Network_address_translation,Priori
22065181,https://en.wikipedia.org/wiki/Legacy_system,Priori
47432550,https://itunespartner.apple.com/en/apps/videos#testflight-beta-testing,Priori
20268521,http://docs.angularjs.org/api/ng,Priori
21513814,http://developer.android.com/reference/android/app/AlarmManager.html,Priori
53517047,https://docs.docker.com/engine/reference/builder/#cmd,Priori
9402845,http://doc.qt.io/qt-4.8/QLatin1String.html#details,Priori
43555700,https://docs.djangoproject.com/en/1.11/topics/db/aggregation/,Priori
14292376,http://code.google.com/p/android-dateslider/,Priori
36390743,http://docs.groovy-lang.org/latest/html/documentation/index.html#_safe_navigation_operator,Priori
165940,http://www.zan1011.com/,Priori
53611952,http://modelmapper.org/user-manual/property-mapping/,Priori
18706591,http://sass-lang.com/,Priori
37048623,https://i.stack.imgur.com/OTCRS.png,Working Example
57795744,https://glidejs.com/docs/events/,Working example
61309335,https://play.golang.org/p/0UBIdxIUvK3,Working Example
15269256,https://developers.google.com/+/api/latest/people/get,Working example
57371889,https://github.com/randombit/botan/blob/master/src/lib/base/secmem.h,Priori
52452349,https://github.com/git/git/commit/64d80e7d52cc2663a44157fc3d49af576ea10192,Priori
30178722,http://cran.rstudio.com/package=git2r,Priori
12165436,https://developers.facebook.com/docs/opengraphprotocol/,Parallelism
44472969,https://docs.python.org/3/library/re.html#match-objects,Parallelism
25790860,http://socketo.me/,Priori
57946754,https://docs.oracle.com/javase/8/docs/api/java/util/Collections.html#sort-java.util.List-java.util.Comparator-,Priori
9711893,https://www.crossref.org/guestquery/,Working Example
10233027,http://www.symfony-project.org/doctrine/1_2/en/06-Working-With-Data,Working example
37649023,http://help.adobe.com/en_US/ActionScript/3.0_ProgrammingAS3/WS5b3ccc516d4fbf351e63e3d118a9b90204-7fa4.html,Priori
26357531,http://xarch.sourceforge.net/,Priori
18559723,http://php.net/manual/en/mysqlinfo.concepts.buffering.php,Parallelism
35971755,https://i.stack.imgur.com/pCrap.png,Parallelism
15239778,http://jsfiddle.net/aKVC2/2/,Working example
51885507,https://wkhtmltopdf.org/downloads.html,Working example
46840948,https://i.stack.imgur.com/2KZB0.png,Working Example
6205398,http://filecopylibrary.sourceforge.net/,Working example
23208721,https://github.com/pocoproject/poco,Other
31219751,http://www.yegor256.com/2014/06/09/objects-should-be-immutable.html,Parallelism
11133817,http://www.w3schools.com/html5/html5_webstorage.asp,Parallelism
33118537,https://uk.mathworks.com/help/matlab/matlab_prog/formatting-strings.html#bq0z60p-1,Parallelism
47945458,http://people.cs.uchicago.edu/~dmfranklin/tutorials/strtok.txt,Parallelism
58638844,https://i.stack.imgur.com/ml3P9.png,Working Example
1470180,http://en.wikipedia.org/wiki/Voronoi_diagram,Working example
8812633,http://tweetr.swfjunkie.com/docs/com/swfjunkie/tweetr/events/TweetEvent.html,Priori
12087066,http://docs.doctrine-project.org/en/latest/index.html,Priori
22552633,https://pythonhosted.org/gearman/client.html,Parallelism
54881471,https://sinonjs.org/releases/latest/stubs/,Parallelism
14707612,https://github.com/avianey/facebook-api-android-maven,Priori
7805511,http://static.springsource.org/spring/docs/current/spring-framework-reference/html/beans.html#beans-classpath-scanning,Priori
27902579,http://guides.rubyonrails.org/routing.html#nested-resources,Priori
486657,http://api.rubyonrails.org/classes/ActiveRecord/Observer.html,Priori
44710871,http://docs.oracle.com/database/122/INMEM/toc.htm,Priori
57700047,https://regex101.com/r/gPm21I/1,Working Example
13013703,http://docs.angularjs.org/api/ng,Working example
27566939,http://www.eclipse.org/forums/index.php/t/20657/,Priori
60535961,https://microsoftgraph.uservoice.com,Other
17748080,http://php.net/shmop,Parallelism
14963901,http://i.stack.imgur.com/V324k.jpg,Parallelism
21404186,http://sqlfiddle.com/#!3/d9486/8/0,Working example
3940744,http://ideone.com/kYJUQ,Working example
21507483,https://www.sqlite.org/c3ref/step.html,Parallelism
46094513,http://twiecki.github.io/blog/2017/02/08/bayesian-hierchical-non-centered/,Parallelism
62059349,https://www.pygame.org/docs/ref/sprite.html#pygame.sprite.collide_mask,Priori
42808148,https://i.stack.imgur.com/8xKFM.png,Parallelism
23300334,https://i.stack.imgur.com/5hH1y.png,Parallelism
28731659,http://en.wikipedia.org/wiki/Proleptic_Gregorian_calendar,Working example
9304903,http://json2csharp.com/,Parallelism
5467328,http://api.jquery.com/jQuery.getScript/,Parallelism
19529456,https://i.stack.imgur.com/3tEQJ.png,Working Example
29594139,https://i.stack.imgur.com/jiPfp.png,Working example
12890004,http://jsfiddle.net/7KR4t/,Working example
59002546,https://developer.mozilla.org/en-US/docs/Web/API/Document/writeln,Parallelism
26240555,http://docs.neo4j.org/chunked/stable/tutorials-cypher-java.html,Priori
22134679,"http://www.tomshardware.com/reviews/tegra-4-tegra-4i-gpu-architecture,3445-3.html",Priori
48891078,https://www.ag-grid.com/javascript-grid-tool-panel/#suppressExample,Priori
7581971,http://www.mybatis.org/,Priori
27377801,http://jsfiddle.net/3sah4xsm/,Working Example
14547255,http://svnbook.red-bean.com/en/1.7/svn.advanced.vendorbr.html,Priori
15429898,http://www.php.net/manual/en/function.fputcsv.php#104980,Parallelism
22277369,http://docs.python.org/2.7/library/functions.html#type,Parallelism
58166346,http://www.w3.org/TR/webstorage/,Priori
8234956,http://msdn.microsoft.com/en-us/library/1deeycx5%28v=vs.80%29.aspx,Priori
35059,https://docs.microsoft.com/en-us/archive/blogs/ericlippert/immutability-in-c-part-four-an-immutable-queue,Priori
27471600,http://wiki.openssl.org/index.php/Random_Numbers,Priori
28299373,https://i.stack.imgur.com/7ulL6.png,Working Example
20331529,http://msdn.microsoft.com/en-us/library/system.data.datatablereader.nextresult%28v=vs.110%29.aspx?cs-save-lang=1&cs-lang=csharp#code-snippet-2,Working Example
60129536,https://github.com/Z3Prover/z3/issues,Working example
32974789,http://es6-features.org/#DefaultParameterValues,Parallelism
3808300,http://www.gmarwaha.com/blog/2009/06/09/jquery-waiting-for-multiple-animations-to-complete/,Parallelism
64353307,https://www.youtube.com/watch?v=A7qwuFnyIpM,Parallelism
18986334,https://github.com/Frege/frege-maven-plugin,Parallelism
7504143,https://packetlife.net/captures/,Other
37032824,https://github.com/macvim-dev/macvim/issues/275,Parallelism
20077950,http://blog.biernacki.ca/2014/01/codeigniter-keeping-bots-out-of-your-sessions-table-or-how-i-cleaned-up-my-sessions/,Parallelism
58455828,https://gist.github.com/ad8e/dd150b775ae6aa4d5cf1a092e4713add#gistcomment-3059492,Parallelism
62454448,"https://forums.mysql.com/read.php?152,674208,674208",Parallelism
35339763,https://bugs.java.com/bugdatabase/view_bug.do?bug_id=4017593,Parallelism
63042933,https://docs.raku.org/language/functions#Routines,Parallelism
8063070,https://www.vim.org/scripts/script.php?script_id=3797,Parallelism
50831573,https://medium.com/@dhavatar/displaying-transit-information-using-google-maps-api-29a18cb0ac24,Parallelism
28233970,https://issues.apache.org/jira/browse/MPH-99,Parallelism
36447661,https://github.com/AndroidDeveloperLB/AutoFitTextView/issues/28,Parallelism
7124817,http://www.codeproject.com/KB/validation/MultipleDataAnnotations.aspx,Parallelism
16471918,http://dev.mysql.com/doc/refman/5.1/en/log-destinations.html,Parallelism
26426628,http://www.webappers.com/2007/08/22/jquery-password-strength-meter-with-better-algorithm/,Parallelism
6660918,http://www.cocoabuilder.com/archive/cocoa/174917-nul-characters-in-nsstring-cause-unexpected-results.html,Parallelism
33998395,http://www.backalleycoder.com/2013/03/18/cross-browser-event-based-element-resize-detection/,Parallelism
36044106,https://bugs.chromium.org/p/chromium/issues/detail?id=73812,Parallelism
1001735,http://msdn.microsoft.com/en-us/magazine/cc164129.aspx,Parallelism
52567779,https://bugs.chromium.org/p/chromium/issues/detail?id=695212,Parallelism
42037717,https://commonsware.com/blog/2014/08/04/custom-permission-vulnerability-l-developer-preview.html,Parallelism
51425431,https://bugs.chromium.org/p/chromium/issues/detail?id=865253,Parallelism
63166933,https://social.technet.microsoft.com/Forums/lync/en-US/770bc9a4-6100-4825-8b10-dc76363cc44c/powershell-search-and-replace-yaml?forum=ITCG,Parallelism
13396779,http://supriya-surve.blogspot.com/2012/06/rails-3-devise-omniauth-facebook.html,Parallelism
29735917,http://blogs.msdn.com/b/appfabric/archive/2015/04/02/windows-server-appfabric-1-1-ends-support-4-2-2016.aspx,Parallelism
29960616,https://github.com/NuGet/Home/issues/504,Parallelism
1288988,http://bugs.dojotoolkit.org/ticket/3286,Parallelism
52707016,https://github.com/beenote/angular-material-datetimepicker/issues/46,Parallelism
62386101,https://flask.palletsprojects.com/en/1.1.x/patterns/singlepageapplications/,Parallelism
56623492,https://www.w3.org/TR/websub/,Priori
54377153,http://pandas.pydata.org/pandas-docs/stable/generated/pandas.DataFrame.reindex.html,Priori
31233296,http://i.stack.imgur.com/jMtDe.png,Working Example
6926467,http://betterexplained.com/articles/how-to-optimize-your-site-with-gzip-compression/,Parallelism
45996843,http://man7.org/linux/man-pages/man3/pthread_join.3.html,Priori
9271673,http://pastebin.com/hY5mjrYW,Working Example
17659078,http://less2css.org/,Priori
44935593,https://github.com/metafizzy/flickity/issues/233,Parallelism
6853097,http://i.stack.imgur.com/DoUKr.png,Priori
33553468,https://www.weheartswift.com/arrays/,Priori
14354832,https://github.com/isaacs/npm,Priori
49854227,https://kotlinlang.org/api/latest/jvm/stdlib/kotlin.text/fold.html,Parallelism
52098890,https://github.com/heroku/button-sample,Priori
22111576,http://msdn.microsoft.com/en-us/library/system.collections.bitarray%28v=vs.110%29.aspx,Priori
56332167,https://www.openssl.org/news/changelog.html#x43,Priori
63696648,http://www.whitehotstaging.com/cb/,Other
60822206,https://github.com/Microsoft/TypeScript/issues/18247,Priori
20898810,http://jsfiddle.net/sF5av/4/,Working Example
59172478,https://github.com/Azure/azure-service-bus/tree/master/samples/DotNet/Microsoft.ServiceBus.Messaging/TopicFilters,Parallelism
19302732,http://docs.python.org/2/library/itertools.html#itertools.izip,Priori
2172253,http://blog.lab49.com/archives/2650,Parallelism
58450707,https://www.heroku.com/,Parallelism
14004167,http://mailman.rz.uni-augsburg.de/mailman/listinfo/stats-rosuda-devel,Parallelism
40333608,http://martinfowler.com/articles/replaceThrowWithNotification.html,Parallelism
51694600,https://docs.oracle.com/javase/8/docs/api/java/util/ArrayList.html#add-E-,Priori
50215181,https://codepen.io/anon/pen/YLExjo,Working Example
22646943,https://github.com/clojure/clojure/blob/master/src/jvm/clojure/lang/LazySeq.java,Containment
8847467,http://jsfiddle.net/timkl/M6dEM/,Working Example
53716147,https://spark.apache.org/docs/latest/sql-data-sources-avro.html#deploying,Parallelism
25069957,http://pastebin.com/1xh0Le64,Working Example
15792611,http://www.example.com/file.exe,Containment
57980414,https://docs.microsoft.com/en-us/appcenter/test-cloud/uitest/,Priori
41376290,https://i.stack.imgur.com/1tHyE.jpg,Working Example
35229607,http://jmeter.apache.org/usermanual/component_reference.html#BeanShell_PreProcessor,Containment
36126081,https://docs.spring.io/spring/docs/2.5.6/javadoc-api/org/springframework/jdbc/support/GeneratedKeyHolder.html,Priori
11951244,https://developer.mozilla.org/en-US/docs/Same_origin_policy_for_JavaScript,Priori
18579128,http://sqlfiddle.com/#!2/a18a4/2,Other
56629000,https://gkedge.gitbooks.io/react-router-in-the-real/content/apache.html,Parallelism
46182795,https://reacttraining.com/react-router/web/example/url-params,Parallelism
16334747,http://jsfiddle.net/fB9ea/1/,Working Example
39587433,http://api.jquery.com/jQuery.getJSON/,Parallelism
63133152,https://nodejs.org/en/,Other
2185849,http://msdn.microsoft.com/en-us/teamsystem/dd408382.aspx,Priori
19436179,http://docs.python.org/2/library/random.html#random.sample,Priori
1129124,http://code.google.com/appengine/docs/java/datastore/relationships.html#Unowned_Relationships,Priori
18431498,http://diagrams.seaquail.net/Diagram.aspx?ID=10094,Other
28980509,https://developer.mozilla.org/en-US/docs/Web/HTTP/Access_control_CORS#Preflighted_requests,Priori
22620323,https://jumpshare.com/v/aDJNcdYInwwOhf12x7yF?b=6XdvCjNy2kGzkjos4Ljp,Working Example
19579235,http://i.stack.imgur.com/JkjsG.png,Priori
48164976,http://www.example.com,Other
61390402,https://www.npmjs.com/package/v-stripe-elements,Parallelism
5428854,http://www.whatwg.org/specs/web-apps/current-work/multipage/elements.html#the-title-attribute,Containment
33341539,https://docs.oracle.com/javase/7/docs/api/java/util/EventObject.html,Priori
12728271,http://sqlfiddle.com/#!2/728cf/1,Working Example
46445145,https://i.stack.imgur.com/rdNN4.png,Working Example
11738552,http://html5doctor.com/video-canvas-magic/,Parallelism
3421242,http://developer.apple.com/iphone/library/documentation/UIKit/Reference/UIApplication_Class/Reference/Reference.html#//apple_ref/c/data/UIApplicationLaunchOptionsLocationKey,Priori
